ITEM_ID,PRICE,CATEGORY_L1,CATEGORY_L2,PRODUCT_DESCRIPTION,GENDER
"17d2050f-19c4-4cf9-bf10-a83421f0052d",99.99,apparel,scarf,"Sublime scarf for women",F
"b3bd72c3-ab64-44d3-a6f9-2532c16aa849",72.99,housewares,bowls,"Fancy ceramic bowl for every occasion",Any
"441c2a65-4b68-4864-b014-04a9bd9fe08a",74.99,accessories,glasses,"Swell glasses for men",M
"3966fa0c-21f0-46e2-836b-1696ea865699",15.99,groceries,bakery,"This yummy raisin bran cake will delight everyone",Any
"12f97970-a5e7-4659-8f24-9f77bb45cd0e",160.99,furniture,dressers,"This outstanding dresser has two drawers to organize all your items",Any
"17fbc27f-0c88-43e7-890a-209afddb25fd",161.99,outdoors,camping,"This camping tent is essential in the wilderness",Any
"1dcab6d3-e5df-41f5-bf91-ef2872c14271",340.99,furniture,tables,"This ideal black dining table will delight everyone",Any
"273065c3-745d-4346-b1e0-9803948e7978",61.99,accessories,glasses,"Hip glasses for men",M
"0b6d1cd3-3e49-40ec-8663-6c5f3a41843f",70.99,outdoors,fishing,"Sure-fire and easy to use fishing reel",Any
"7f7f75c8-8756-4f73-b655-da1c77679fe7",33.99,homedecor,decorative,"This ceramic vase is a must-have for your home decor",Any
"ff973006-27da-45dd-899c-8441c5eaebe0",140.99,accessories,glasses,"These groovy glasses for men are unparalleled",M
"5b8e7e76-98ec-48bc-9afd-b84bb8cacfe5",208.99,furniture,chairs,"Incomparable white chair for any dining room",Any
"8c818e1b-69bd-4c92-9e93-08965146fc1f",247.99,instruments,keys,"This upright piano is perfect for amateur and professional musicians",Any
"ec99cfbc-9a9d-443d-973b-9936b7613e04",14.99,groceries,bakery,"This flavorful tree layer chocolate cake will delight everyone",Any
"e574f0de-94eb-4781-9ed7-248f5e041549",2.99,groceries,fruits,"This flavorful fruit is everyone's favorite",Any
"902cbe57-92eb-4b43-b2a4-b82d293e7a7e",144.99,seasonal,christmas,"A favorite for the holidays",Any
"c28fe40f-00bd-4c82-897d-1aff37a615ed",50.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"cb96fbf3-b884-4c21-8e6c-8281773c0ebc",20.99,homedecor,lighting,"This hanging lamp will enhance your home",Any
"018ed8da-1977-4afd-ac8a-58be861fbe45",1539.99,electronics,camera,"This video camera is perfect for capturing those special moments",Any
"0d270298-898c-4137-99b9-287dd1d93f04",36.99,outdoors,fishing,"Unsurpassed fishing reel for every pole",Any
"e5274182-e14d-4456-91d7-7c910fcbd7db",136.99,homedecor,clock,"This wall clock will keep you on time",Any
"153f3cbd-3fe4-4e31-8989-61f0ad3ff144",457.99,instruments,percussion,"This drum set is perfect for amateur and professional musicians",Any
"c0abd282-4bc0-4bbd-936a-9b5ad0c2eeb7",10.99,electronics,cable,"This practical cable is a must-have for your electronics",Any
"9982cfe0-50bc-4e9f-ac2f-aa25e876035a",9.99,footwear,sandals,"Groovy pair of sandals for men",M
"80939475-9029-41f4-a178-f34ba9d5942b",142.99,footwear,sneaker,"Dandyish pair of green sneakers to explore in the city",M
"86a3fc89-b3d4-4bbc-b168-696de7871ac9",340.99,furniture,tables,"Ideal black worktable for your office",Any
"b98a3579-2a92-47e5-a9ae-65d776c76ac3",144.99,accessories,handbag,"This casual beige handbag is first-rate far and wide",F
"04cec41f-e100-46e5-942e-f4f791819a47",58.99,seasonal,halloween,"Be sure to order early in October",Any
"b3ec68c5-b2e4-4c93-bce8-ae7ee0154dea",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"0d3c54a9-314d-453a-913a-0da1a7c6fc43",741.99,furniture,sofas,"This luxurious dark gray sofa will be the highlight of any room",Any
"492bbb4d-5f25-44be-b0d4-1a9c8ed0ed02",9.99,footwear,formal,"Pair of brown formal shoes for men",M
"707af6c9-d718-4376-a854-476392d64536",704.99,furniture,sofas,"This sumptuous white sofa will be the highlight of any room",Any
"2b1a78db-aab8-41e1-b8e4-9582c886124b",63.99,beauty,bathing,"Wrap yourself in this rich towel",Any
"fbc3bec3-9271-42b5-8ca0-7f281f76e391",61.99,outdoors,fishing,"Foolproof fishing Lure for every angler",Any
"c865e6da-5223-4a17-9271-fd3a96072625",18.99,seasonal,halloween,"Be sure to order early in October",Any
"05d0753d-d0e5-4808-bca0-f23d65b8f6a0",114.99,homedecor,clock,"This wall clock will keep you on time",Any
"3c9976f4-b16d-4a09-b4e9-4f33da92a7e7",60.99,housewares,kitchen,"A must-have for your kitchen",Any
"8ab1ac5c-2c08-4ca9-a670-3c899043080e",99.99,furniture,chairs,"Increase your productivity with this nice black office chair",Any
"482322a0-528b-40e4-bb07-8e941a3ef0f6",126.99,footwear,sneaker,"Boisterous pair of maroon sneakers for strolling in the city",M
"baae9ca1-2fd5-4161-8eb3-d0c0616e34f6",11.99,outdoors,pet,"Your pet will love this accessory",Any
"dfd7c361-dc70-4bb4-9c05-e6357ecabc49",75.99,housewares,kitchen,"Outstanding for every kitchen",Any
"0ad9cfa9-4663-4637-969e-e19bd1466563",191.99,furniture,tables,"Increase your productivity with this incomparable dark gray worktable",Any
"24f8ba65-f4e1-4cd1-8a6e-cb3ea490890a",253.99,footwear,boot,"This pair of brown boots is sublime for the weekend",F
"c40c054e-75b2-4af7-985e-20a2538a8180",209.99,furniture,dressers,"This unsurpassed dresser has lots of drawers to organize all your items",Any
"fbd0ad8d-0d41-4dcd-b1d3-cf93700d8f20",142.99,jewelry,bracelet,"A magnificent bracelet for women to adorn any wrist",F
"6d818a30-beab-496c-9c9c-8e01a5936d05",114.99,seasonal,christmas,"A favorite for the holidays",Any
"c48cdd85-79da-4903-8bbf-93ee217f1fb6",35.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"124db2fa-17c0-4e94-9844-d1b64a081df5",173.99,furniture,chairs,"Outstanding white chair for any dining room",Any
"dc8f6e1b-3d49-436e-93ef-821fe08ffa4e",53.99,housewares,kitchen,"Unrivaled for every kitchen",Any
"4527bda1-0338-439f-9a56-749943dff6cb",4.99,groceries,vegetables,"This delish veggie is a must-have in every pantry",Any
"8990ce18-b6ee-4219-917b-ceb15c7bf1d1",53.99,outdoors,fishing,"Unsurpassed fishing reel for every pole",Any
"56df610b-ae16-4f6f-9276-3665c8da3655",386.99,instruments,strings,"This violin is perfect for amateur and professional musicians",Any
"ccb407b1-7620-4303-8521-fea86c51f503",7.99,apparel,socks,"Ultracool and colorful socks",M
"e0b421f5-481e-4766-847d-474ee9228729",78.99,accessories,bag,"This black bag for women is quintessential for all occassions",F
"7750f919-4d16-4804-939c-6c5c4094354a",139.99,instruments,keys,"This upright piano will delight the most demanding musician",Any
"3304d762-d74a-461f-8416-c93748fed98c",107.99,floral,bouquet,"Wedding bouquet delivered fresh and vibrant from our growers",Any
"6b81a807-d7eb-41b5-8e6e-887455775c38",118.99,accessories,bag,"An all-around convenient bag for everyday use",Any
"516dc1f4-0c1f-4b53-8146-66314e3a35ee",68.99,housewares,kitchen,"Unparalleled for every kitchen",Any
"a1d6e3b7-d35b-4781-af76-f05d41108a12",74.99,housewares,kitchen,"Unequaled for every kitchen",Any
"16dc3692-1dc3-4fc0-85ee-f1afcc0a67a5",305.99,instruments,percussion,"This acoustic drum is perfect for amateur and professional musicians",Any
"f58c9fff-3c8e-4da8-825e-d6aac4f4436a",41.99,seasonal,valentine,"Be sure to order early for that special day",Any
"03685e08-6d30-4e4e-a85e-9e525894c9ea",40.0,beauty,grooming,"Take out his/her heart with this lipstick, or shoot him/her... whichever suits.",F
"254ade27-c83e-4359-b8a6-2721a6257817",9.99,footwear,sandals,"This supercool pair of sandals for men is perfect for the summer",M
"1def0093-96b2-4cc4-a022-071941f75b92",58.99,housewares,kitchen,"Ideal for every kitchen",Any
"3ab996bb-9c82-4e05-b14a-81a68352c418",392.99,instruments,percussion,"This acoustic drum is perfect for amateur and professional musicians",Any
"6bc496d1-f431-4642-b9ae-9dcc5881afe9",783.99,electronics,computer,"This desktop computer is a boon for productivity",Any
"f3f06fce-6be3-4836-a772-2aefa329675b",127.99,jewelry,bracelet,"A classy bracelet for women to adorn any wrist",F
"64c544f9-4751-446b-9dfb-49776eb7c278",303.99,furniture,tables,"Outstanding light gray worktable for your office",Any
"80cb08f0-70f3-4f66-b649-a1dc6d5c434a",43.99,seasonal,easter,"A must-have for April",Any
"4434a6d2-bcdd-43f9-b910-26d926ec7c34",898.99,furniture,sofas,"Enjoy this large and beautiful brown leather sofa",Any
"8d03a031-ad51-490a-8a4f-53ca16629600",76.99,apparel,jacket,"Well-insulated casual jacket for women for the mountains",F
"9853e59b-7118-4433-b4dc-5f57191733ef",10.99,groceries,meat,"Our pork is raised sustainably by our farmers",Any
"1a8bc5f7-290f-4858-bcc4-b61c52fe2e01",112.99,apparel,scarf,"Dapper scarf for men",M
"385022fa-d596-48f4-a062-525f933994d1",108.99,apparel,jacket,"Black jacket for men about town",M
"588161af-cace-4854-889d-0a2258545cb5",136.99,accessories,watch,"This funky watch for men is outstanding everyday",M
"7c0147c7-4dba-4d4c-a543-57c5da5a4774",93.99,accessories,glasses,"These voguish glasses for women are perfect everywhere",F
"36b358a0-8525-4d15-87a1-c040b23ba9a3",325.99,furniture,tables,"Increase your productivity with this definitive white worktable",Any
"70afef2f-5a5e-4f39-ab6e-7050902f060c",5.99,groceries,vegetables,"Keep your pantry well stocked with this delish and polyvalent veggie",Any
"79fc3af3-c071-4e26-9062-b869f2ec128d",39.0,apparel,shirt,"Easy-wearing and comfy momfy!",F
"53c51962-3546-4c9c-b88e-fe287c94782f",9.99,footwear,formal,"Pair of black formal shoes for men",M
"c16068f6-8f02-4d52-9680-bfe0c75e68ac",356.99,instruments,strings,"This violin is perfect for amateur and professional musicians",Any
"a33a4931-ddd6-410e-bf4c-7e1f0a39feec",25.99,outdoors,pet,"Your dog will love to chase this frisbee",Any
"b7f0c7f6-3d88-4dda-a6ab-ba3a29502642",241.99,apparel,shirt,"Striped tee for men for every occasion",M
"43c778d9-3e6c-4dec-aa34-e171b1f6c3c6",38.99,homedecor,decorative,"This ceramic vase will delight everyone",Any
"096534d1-ec28-4b3d-9b51-7feaa6aa5abc",9.99,footwear,formal,"Pair of white heels for women",F
"0ce88e06-0088-4591-8be1-329bb8241c9e",1520.99,electronics,camera,"This video camera is perfect for capturing those special moments",Any
"7684731e-eca7-4679-8425-ba8ffe0aa057",53.99,housewares,kitchen,"Unparalleled for every kitchen",Any
"5dea207e-839d-4dd5-8712-6d1a43c292ac",93.99,footwear,sneaker,"This groovy pair of gray sneakers is perfect for exploring in the city",M
"ac2efa98-dac2-41f8-8706-d41de95a0c33",51.99,housewares,kitchen,"A must-have for your kitchen",Any
"51fd504d-ca0a-422b-8cb4-0ca97b35b830",150.99,instruments,strings,"This acoustic guitar is perfect for amateur and professional musicians",Any
"942c213e-5571-43a0-9234-90826047a8b1",128.99,instruments,percussion,"This cymbal will delight the most demanding musician",Any
"2ed4b6f8-5d37-480e-9469-4ea26f475716",45.99,footwear,sneaker,"An all-around venturesome pair of black sneakers",M
"34cc05a4-84a6-4a22-92a5-71a06266c75d",22.99,homedecor,cushion,"This tan square cushion is very soft",Any
"8822ca00-724c-4eaa-a905-eebb49a38ffe",210.99,furniture,chairs,"Unparalleled gainsboro chair for any dining room",Any
"b2f9ea63-f7d4-4944-84ce-208164326c8e",67.99,beauty,grooming,"Brush your teeth after each meal with this handy toothbrush",Any
"9d1399f1-ec64-44a7-b088-56998f992414",233.99,instruments,strings,"This acoustic guitar will delight the most demanding musician",Any
"f0eff346-f331-4f8e-864f-6aaf67400e32",7.99,groceries,bakery,"Bread made fresh daily in our kitchens",Any
"d792631e-1d04-4995-a5be-ea7d56ea1882",117.99,outdoors,camping,"This camping tent is essential in the wilderness",Any
"3b0aaa5e-85fa-4ab8-ab9b-6c2dbd36763d",84.99,floral,plant,"Drought-resistant indoor plant grown sustainably on our organic farms",Any
"ac29564f-2c74-47c7-8f00-5249c8eda839",100.99,apparel,jacket,"Cool casual jacket for men for all seasons",M
"b69ec50e-42bf-4dfe-822b-91262e1da687",40.99,housewares,bowls,"This classy ceramic bowl is a must-have",Any
"290bec5b-0b53-4297-9705-2d75322090bd",63.99,seasonal,christmas,"A favorite for the holidays",Any
"d229f4fc-1b89-4d13-af33-5f913aa2ce60",6.99,groceries,vegetables,"This delish veggie is a must-have in every pantry",Any
"50b8092d-7f72-4fca-924f-1a953570cece",37.99,electronics,keyboard,"This keyboard is compatilble with all computers",Any
"cc5005d0-1a9e-48f1-9c79-14096b1d8c29",24.99,homedecor,decorative,"This glass vase is a must-have for your home decor",Any
"25ce5128-8f09-4d01-8201-91198fdb9d3e",484.99,electronics,television,"This LED television delivers a sharp picture",Any
"a4fcaa1c-4195-4cf2-a86d-eff58b630fb6",208.99,furniture,dressers,"This ideal dresser has lots of drawers to organize all your items",Any
"47636cd1-731c-47d1-8d0b-612575af0a5c",198.99,furniture,chairs,"Modish leather armchair for any room",Any
"4b953f5a-79b2-4a1e-b37b-3d05bd3bb64a",171.99,apparel,shirt,"Sienna casual shirt for men",M
"575c0ac0-5494-4c64-a886-a9c0cf8b779a",3.5,"food service","other cuisine","Lentils with potatos, carrots and spices; a joy to your palate and super healthy",Any
"ecc45e4c-9249-4b06-9f99-aa068eebddf4",86.99,floral,arrangement,"Roses arrangement grown sustainably on our organic farms",Any
"78080d05-b078-441f-b245-54b2a2dec872",18.99,housewares,bowls,"Sophisticated ceramic bowl for every occasion",Any
"a05f9009-90b3-4eab-989c-9bc3a99a8062",173.99,apparel,jacket,"Well-insulated winter casual coat for men for the mountains",M
"8baedbe5-1c30-4ec2-a2c7-553dc7821596",65.99,seasonal,christmas,"A must-have for the holidays",Any
"3d26e792-2d7c-4f14-8833-c56be9d99258",79.99,apparel,shirt,"Casual tee for men",M
"f1e98350-8bc1-4f5b-a008-29f467619bda",29.99,seasonal,valentine,"A must-have for that special day",Any
"2106dc3a-b8b7-4059-bc3e-fe30bc6f0f86",113.99,accessories,bag,"Blue bag for men",M
"176dd58f-e2bf-4119-8edd-6967f005114c",20.99,seasonal,halloween,"Be sure to order early in October",Any
"095c73c4-fa7d-4910-ac92-e7289058d9c6",55.99,electronics,speaker,"These high definition speakers are incomparable for your music room",Any
"a4da2349-049f-45dd-be64-9795808ce393",740.99,furniture,sofas,"Enjoy this nice dark khaki sofa",Any
"371e0335-6290-446e-90b7-502efd718b4f",120.99,apparel,jacket,"Well-insulated casual jacket for women for the mountains",F
"999aaf19-41f9-4de6-913d-ff01ddcec556",9.99,electronics,camera,"Camera for amateurs and professonals",Any
"b1b9c461-26c2-4769-b017-0791b467acf3",146.99,instruments,keys,"This grand piano will delight the most demanding musician",Any
"0666855e-e1a2-446d-848e-864a92774721",135.99,seasonal,christmas,"A must-have for the holidays",Any
"1a99be94-e682-4034-a012-7b0536c0eaca",121.99,floral,wreath,"Christmas wreath grown sustainably on our organic farms",Any
"f0054758-eaca-47f8-adf4-12b78603fbc6",18.0,beauty,grooming,"The lipstick is burn red - and so is the fiery translucent sheath.",F
"9e676f4b-d23f-416e-9b12-ce2179c88caf",78.99,accessories,glasses,"Spiffy glasses for women",F
"fdeba818-2269-4cf1-81c8-29fc8d984e6c",70.99,footwear,sneaker,"Swell pair of dark slate gray sneakers to explore in the city",M
"1395fa7c-cceb-4ed2-a0dc-16500c639165",665.99,electronics,camera,"This camera is perfect for capturing those special moments",Any
"bc3a633f-d164-4911-a931-4350f958d767",121.99,accessories,glasses,"Hip glasses for men",M
"cd6f790a-7459-40b9-859e-28fb78188cbb",767.99,furniture,sofas,"Unrivaled gainsboro sofa for any room",Any
"4f566f59-4400-437a-803e-88f81b303eec",183.99,furniture,tables,"This definitive rosy-brown dining table will delight everyone",Any
"52b58d6c-2743-416f-8bbd-da1bbf587182",201.99,furniture,chairs,"Relax in this comfy white armchair",Any
"f5ed75ea-a837-4dc8-aaca-0b552c8c868f",556.99,furniture,sofas,"Unparalleled pale gray sofa for any room",Any
"722763f4-7a21-4947-bdbc-f44c82687338",72.99,jewelry,necklace,"Swell necklace for women for any occasion",F
"41294b62-51ba-4f3c-a1d1-467b028d9ae7",117.99,floral,bouquet,"Wedding bouquet grown sustainably on our organic farms",Any
"b4523e99-2599-42de-9d09-c950370aba1a",232.99,apparel,shirt,"Swanky black casual shirt for women",F
"9aa902f5-c775-45b9-bce3-793beb5136d0",8.99,groceries,meat,"Our chicken is raised sustainably by our farmers",Any
"bec6d82b-b23d-45d9-91c9-6693d4585e68",104.99,instruments,strings,"This electric bass is perfect for amateur and professional musicians",Any
"d184be83-f8ff-4da0-b4d1-3294a8ff3b22",57.99,floral,arrangement,"Mixed arrangement grown sustainably on our organic farms",Any
"0ed16f07-4f93-4b8a-9c77-17d0dbac9e47",38.99,homedecor,decorative,"This glass vase will delight everyone",Any
"870ae91e-6869-4eef-82a9-52025bdf40c7",363.99,instruments,percussion,"This drum set will delight the most demanding musician",Any
"5730d368-9c6d-48b4-ad27-c180e486621c",278.99,furniture,tables,"Relax and sip your coffee with this unrivaled light gray table",Any
"39d2d574-f973-4dbb-9c2c-8ae277a812db",108.99,accessories,glasses,"These cool glasses for women are perfect everywhere",F
"16b82c88-5a5b-4ed6-b136-6969fae2c280",9.99,footwear,formal,"Pair of beige and black formal shoes for men",M
"13166277-206b-4838-940c-6a18463dd1ab",9.99,footwear,formal,"Pair of thistle-purple formal shoes for women",F
"20d93fb0-f2b7-4b94-996e-42b54c0c2845",7.99,groceries,meat,"Our beef is raised sustainably by our farmers",Any
"f2236678-186e-4b87-af20-b7a59cfd8551",67.99,floral,plant,"Drought-resistant indoor plant delivered fresh and vibrant from our growers",Any
"c6461825-558b-4def-aa22-3fa082dcb6af",124.99,apparel,shirt,"Trendy gainsboro casual shirt for women",F
"fa3bd6b1-6739-4a80-9419-c6d782689afc",122.99,apparel,scarf,"Outstanding scarf for women",F
"4a4a4f8f-b8ff-471b-8a92-98fe09cdc18a",75.99,housewares,kitchen,"Outstanding for every kitchen",Any
"dcc91c9f-60e8-4232-9a79-2ce51736c087",68.99,accessories,glasses,"These dandyish glasses for men are outstanding",M
"5ecc8c5f-16b7-421a-997b-136f40fecb5b",71.99,outdoors,fishing,"Take this trusty fishing lure with you",Any
"9dd60e44-d07a-4b7c-a72d-30a05577faed",218.99,apparel,shirt,"Dotted blue casual shirt for men",M
"460afbac-6cc5-4c84-b0a2-ddce67286e37",42.99,books,cooking,"Learn to cook Thai cuisine with these easy recipes",Any
"9d1be460-7c75-4627-990d-1f1a6731dc3e",49.0,electronics,camera,"Take video anywhere, anytime, like a spy.",F
"8abb77b7-2650-46f1-8990-df06360fd2b2",781.99,furniture,sofas,"This fancy light gray sofa will be the highlight of any room",Any
"c778bc2b-67c4-45d3-ba2d-3d91f7744f15",190.99,furniture,dressers,"This unsurpassed dresser has one drawer to organize all your items",Any
"43dd2872-f10e-45b6-98fd-f4aad45905ba",69.99,housewares,kitchen,"Unrivaled for every kitchen",Any
"f58cf658-162d-4838-b25d-883b2d17e74d",32.99,outdoors,fishing,"Take this dependable fishing lure with you",Any
"85cbbb25-676b-4619-9aa5-b73cdb40c773",370.99,instruments,wind,"This trumpet will delight the most demanding musician",Any
"bd1f78d6-393b-4269-9c5b-300700bb9dab",321.99,furniture,tables,"Increase your productivity with this incomparable gainsboro worktable",Any
"cf9f42f0-1343-44c8-976f-4775689bf544",28.99,homedecor,cushion,"This pale gray square cushion is very soft",Any
"ad839732-f884-4354-91e4-721170d20df9",151.99,jewelry,necklace,"Hip necklace for men",M
"bc9319be-3d58-4094-995e-4415bd2b0193",105.99,apparel,scarf,"Voguish scarf for women for every occasion",F
"8074a0d4-550c-459f-8647-a1cd6ffbeb36",58.99,housewares,bowls,"Sumptuous ceramic bowl for every occasion",Any
"4064a5eb-2183-4b89-8989-b8741e4dcb1c",119.99,apparel,shirt,"Light Steel Blue casual shirt for men",M
"168cc760-2d97-4a6e-9cf6-515996151b1d",198.99,instruments,keys,"This grand piano will delight the most demanding musician",Any
"ee005c55-1cbd-420e-b227-d41a49e87ed3",17.99,outdoors,camping,"Be sure to bring this camping lamp with you to the outdoors",Any
"7efdcf23-2d61-46df-9610-4a047da13a77",918.99,furniture,sofas,"Unrivaled gray sofa for any room",Any
"8c36eff5-e299-49c0-8e91-5c72ed5fa605",129.99,accessories,handbag,"This pink dressy handbag is outstanding",F
"c37247f2-49c2-46d5-8048-59791c736426",42.99,seasonal,easter,"A favorite for early April",Any
"d47cc222-a711-4d26-9e86-d84cd9ba8dd4",218.99,apparel,shirt,"Supercool brown casual shirt for women",F
"6bd26ffc-9fae-447b-a23c-fcb14187302a",22.99,homedecor,decorative,"This glass vase is a must-have for your home decor",Any
"4ec7ff5c-f70f-4984-b6c4-c7ef37cc0c09",87.99,accessories,backpack,"This gainsboro backpack for women is first-rate for the season",F
"94a0ad41-8b19-4ecb-b0d7-33704e2d4421",86.99,accessories,bag,"This canvas leather bag for women is outstanding everywhere",F
"31b83eb4-bd8a-4b5a-87ff-f52abe6aa1f4",9.99,footwear,formal,"Pair of sparkly heels for women",F
"8c75972a-a0ce-408a-8545-4dc308a93392",3.99,groceries,dairy,"This butter is made sustainably by our dairy farmers",Any
"706bd05e-aabe-4725-a8bc-66cdb9b67da3",90.99,apparel,jacket,"Well-insulated casual jacket for women for winter",F
"4a43c5f7-090c-4cce-93fe-36062539ec38",67.99,seasonal,christmas,"A must-have for the holidays",Any
"bedf4979-a4ee-40b5-a6a6-58957977ea65",338.99,instruments,strings,"This electric guitar is perfect for amateur and professional musicians",Any
"b57d8a56-c188-465e-acc1-43ee042ae32c",52.99,jewelry,earrings,"Swanky earrings for women",F
"6dc07033-24b9-4467-bd32-31a2e9ccb404",105.99,jewelry,bracelet,"Dandyish bracelet for men",M
"c4b0c69d-313e-42e3-8c9d-5965020b29e4",171.99,footwear,boot,"Ideal pair of sienna boots",M
"9a34152c-8be3-43f6-869f-6829a699c638",62.99,housewares,kitchen,"Ideal for every kitchen",Any
"dce757b6-709e-48c2-89d7-3002963b871e",149.99,apparel,jacket,"Warm winter casual coat for men for the mountains",M
"1fd2dbd0-c0a4-40f7-b7f7-94c0d94a751d",129.99,furniture,chairs,"Increase your productivity with this comfy light gray office chair",Any
"e2babef4-5219-4b68-9fcc-9806ef1dffb1",33.99,accessories,belt,"Groovy belt for women",F
"53743447-7139-4685-aea9-94b68bf8a736",46.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"825427e8-1298-4f1b-9bce-dc8d0b98e54c",19.99,homedecor,cushion,"This light gray square cushion is a must-have for your house",Any
"af51e84d-4043-4a11-88de-8233129ac8b2",225.99,furniture,tables,"Increase your productivity with this unrivaled light gray worktable",Any
"06c5b78d-d957-411c-902c-ab0d0110cca0",200.99,furniture,tables,"Unsurpassed dark olive green dining room for the whole family",Any
"6a6eeb15-c5bf-4471-9c29-7b443e6c6d68",733.99,furniture,sofas,"Enjoy this soft slate gray sofa",Any
"c1df3910-d085-48d3-8eb1-2225c6b81159",124.99,accessories,bag,"This leather bag for women is matchless for all occassions",F
"0b9440be-f7d4-403f-a357-f4e9ce6473f8",60.99,homedecor,lighting,"This hanging lamp will enhance your home",Any
"4ca528d1-80dd-43f5-823a-28c98c9c92a1",67.99,housewares,kitchen,"A must-have for your kitchen",Any
"90e250f0-873f-4bfb-9018-e0325272dc27",9.99,outdoors,fishing,"Definitive fishing reel for every pole",Any
"1d183b2d-09f0-409c-b1fe-8f91059654c9",28.99,seasonal,halloween,"A must-have for that fanciful day loved by all",Any
"bc24f94d-c4c3-4378-bf8b-0455ef1aa72b",5.99,electronics,cable,"This practical cable is a must-have for your electronics",Any
"00740ca5-372b-4e72-a040-8eacde2ecf4f",68.99,housewares,kitchen,"A must-have for your kitchen",Any
"db3c71cc-6d04-4559-bafc-449a20029244",316.99,furniture,tables,"Increase your productivity with this unsurpassed dark gray worktable",Any
"ca25b000-2e61-4d1d-b4f5-02263bb3e93f",9.99,footwear,formal,"Pair of nude heels for women",F
"a14039e2-c624-42cd-a9a8-91919953eac8",24.99,tools,set,"Essential set for every craftperson",Any
"8d515773-5a61-4625-8ad0-6347e6ec6e3f",153.99,instruments,strings,"This electric bass is perfect for amateur and professional musicians",Any
"dbc54b26-dd46-4ed5-a67a-423450fff199",120.99,jewelry,bracelet,"This refined bracelet for women will turn heads",F
"510a7e24-88e0-4581-aeb4-a49022da37ce",63.99,housewares,kitchen,"Unrivaled for every kitchen",Any
"a5a8b97e-8464-4da5-ab78-3531e5d313df",90.99,accessories,glasses,"Groovy glasses for men",M
"e02b3312-b8f3-4031-8b86-4bf9873e9f75",347.99,furniture,tables,"Outstanding burlywood worktable for your office",Any
"5a9e66ed-32c5-461e-a4b0-a56948c3235b",96.99,accessories,bag,"An all-around convenient bag for everyday use",Any
"434b62f5-08ac-47c8-9847-bdfcb7283f08",92.99,jewelry,bracelet,"This classy bracelet for women will turn heads",F
"bbd547fb-f10a-4cce-adbc-9f72631330ac",9.99,footwear,sandals,"Supercool pair of sandals for women",F
"6bbcc8b3-99b1-4b5c-8404-ab727449887b",12.99,groceries,meat,"Our beef is organic and raised sustainably",Any
"e0667c61-6f47-4481-a0a0-beaf734e477a",24.0,beauty,grooming,"Occupy his/her heart with your talons of love!",F
"4b284c98-08b1-4337-9a5e-d1ae8010c85d",138.99,apparel,jacket,"This coat for men is perfect for your activities",M
"a3474b22-2c5b-41f1-87b7-ea8040b6b2f6",182.99,apparel,shirt,"Trendy dressy white shirt for men",M
"812b315c-fb4b-4103-8911-95968f9cc6c0",115.99,seasonal,christmas,"A must-have for the holidays",Any
"2c2f6c71-7b07-4529-9864-e28a1404ee6f",293.99,instruments,microphone,"This authoritative microphone can be relied upon in every situation",Any
"4619e224-6397-4729-8941-c867a2b83870",60.99,housewares,bowls,"Lovely ceramic bowl for every occasion",Any
"e2b686b4-1e49-4ac8-8590-f02a29e9888d",17.99,housewares,bowls,"Opulent ceramic bowl for every occasion",Any
"856b01b1-5353-4e82-b11c-41088302e6d8",125.99,apparel,scarf,"Sans pareil scarf for women",F
"81bde330-051f-4db6-96c7-886dda3171b3",132.99,accessories,backpack,"Dark slate gray backpack is handy for traveling",Any
"007bf018-a074-44df-80d7-70866f7bead8",20.99,outdoors,camping,"This camping lamp is essential in the wilderness",Any
"21f1a41e-ce2f-4cf5-9aee-e81e9b79c814",170.99,furniture,chairs,"Enjoy this soft dark slate gray dining chair",Any
"bb80331b-7da8-4edc-a797-e1d462c14e82",219.99,footwear,sneaker,"Trendy pair of black and white sneakers to explore in the neighborhood",M
"bc518a34-487f-415a-b9be-1d7e73fbc4e1",262.99,footwear,boot,"This pair of brown boots is unparalleled for the season",M
"62ad078f-32f6-4ae2-8490-14518489b05b",68.99,housewares,kitchen,"Unsurpassed for every kitchen",Any
"e61935e9-bfd3-4ea7-81a0-3212f542b18a",7.99,groceries,meat,"Our beef is organic and raised sustainably",Any
"6fb0d1b7-6bff-44c6-b053-66d622642332",249.99,electronics,speaker,"High definition speakers to fill the house with beautiful music",Any
"5ced3c03-4769-4822-8151-8c30e45fdf25",59.99,apparel,scarf,"Fashionable scarf for men for every occasion",M
"41a12d66-8172-4551-be7d-f575f9d85098",9.99,electronics,cable,"This high quality cabling is ideal for your electronics at home and on the go",Any
"b9e6a202-3fff-460d-997f-e3dc9e7d83f3",51.99,apparel,scarf,"Cool scarf for men",M
"28cc6e51-6e20-4aec-9751-572e19134b6d",267.99,instruments,percussion,"This acoustic drum will delight the most demanding musician",Any
"b2dda0f7-8400-45fc-89b8-ec73ff7fc69c",92.99,jewelry,bracelet,"This classy bracelet for women will turn heads",F
"85ebb1fc-8e6f-4f21-a48c-449135f378a9",52.99,floral,wreath,"Christmas wreath grown sustainably on our organic farms",Any
